,datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
13215,2004-01-16,9.0,68.481,68.628,80.451,81.165,80.997,68.691,42.042,24.108,25.767,62.601,70.056,74.172,85.491,85.05,83.265,82.908,83.853,84.336,84.609,84.609,84.126,80.136,71.043,71.001
13216,2004-01-17,9.0,69.069,71.463,71.337,71.064,71.148,69.237,67.494,67.998,67.263,67.809,68.481,67.935,68.019,68.376,67.536,67.2,66.99,66.906,66.549,66.759,66.885,66.864,67.578,67.704
13217,2004-01-18,9.0,67.473,67.557,67.746,67.41,67.284,67.851,67.746,67.725,67.515,67.158,66.633,66.885,66.927,66.99,66.549,66.717,66.612,67.158,66.759,66.759,67.368,73.92,79.527,79.59
13218,2004-01-19,9.0,81.333,83.517,83.013,82.887,83.16,73.626,65.625,63.84,64.638,66.045,66.36,65.709,65.751,66.171,66.801,66.423,66.444,66.129,66.108,68.103,79.653,80.01,80.178,81.543
13219,2004-01-20,9.0,83.874,83.664,83.349,83.622,83.391,76.02,68.817,66.948,65.541,64.995,66.234,65.457,65.394,66.108,65.373,69.867,80.031,80.325,80.178,79.905,80.073,66.381,60.564,60.816
13220,2004-01-21,9.0,60.795,61.425,61.551,61.593,61.677,61.593,35.679,24.486,25.851,44.688,67.683,67.641,67.053,66.969,67.074,67.137,65.289,66.192,78.015,79.779,82.005,81.018,80.073,79.548
13221,2004-01-22,9.0,79.485,79.695,79.884,79.359,78.75,79.149,68.796,68.733,68.859,67.641,70.056,80.052,79.149,66.507,66.738,78.918,78.75,77.28,75.831,76.02,76.293,76.797,75.054,77.364
13222,2004-01-23,9.0,77.658,76.461,65.73,66.36,75.432,78.855,73.668,72.534,63.084,62.853,63.924,62.16,62.139,63.084,62.622,61.971,61.782,61.95,61.131,59.661,59.556,59.976,58.863,52.752
13223,2004-01-24,9.0,52.206,58.401,59.304,59.115,58.884,59.157,59.052,58.863,61.761,63.105,64.554,66.99,67.305,66.045,64.659,65.142,64.995,65.079,65.079,65.058,64.68,64.512,65.184,65.436
13224,2004-01-25,9.0,65.52,65.268,65.52,65.898,65.814,66.234,66.717,67.158,66.822,66.675,66.864,67.074,66.969,67.221,67.536,67.746,67.788,46.116,24.801,24.843,24.801,37.863,78.729,78.771
13225,2004-01-26,9.0,78.981,78.561,77.952,78.099,77.259,76.86,47.46,24.738,26.523,64.995,62.475,54.6,53.466,49.98,48.3,47.397,57.267,37.821,25.032,24.927,30.723,64.722,66.129,74.151
13226,2004-01-27,9.0,78.96,78.666,78.477,77.952,78.015,78.792,79.527,79.317,79.401,79.023,78.624,78.645,78.918,74.529,67.305,65.163,65.436,64.512,64.008,63.735,63.819,64.176,64.26,64.134
13227,2004-01-28,9.0,64.617,64.722,64.071,63.945,64.554,64.386,76.734,78.288,76.419,53.109,53.382,52.689,53.004,53.865,53.76,53.529,52.962,75.705,77.469,76.923,54.558,55.881,76.839,77.448
13228,2004-01-29,9.0,77.07,77.301,77.511,77.658,77.763,78.309,75.936,66.234,65.625,65.919,62.895,63.756,65.247,67.221,70.518,70.056,69.657,70.077,69.321,80.661,81.417,81.333,82.068,81.522
13229,2004-01-30,9.0,77.973,78.351,78.813,78.792,74.235,65.247,64.995,66.339,66.486,67.431,65.961,64.428,64.071,64.113,63.504,62.811,62.769,62.202,63.0,63.651,63.924,64.239,64.218,76.209
13230,2004-01-31,9.0,77.49,80.283,79.317,79.59,79.716,79.758,80.094,72.177,67.662,67.578,67.326,67.137,66.612,67.095,66.717,65.457,63.294,58.59,75.81,76.23,75.852,68.817,63.672,63.399
13231,2004-02-01,9.0,63.378,63.462,63.861,63.714,64.113,64.26,64.428,44.856,24.927,24.969,25.095,29.883,65.079,68.859,79.38,82.236,80.661,80.472,80.178,80.472,81.018,80.955,81.102,80.955
13232,2004-02-02,9.0,80.64,80.556,80.493,80.64,77.301,67.431,27.825,25.053,28.455,32.802,62.328,75.285,75.684,82.341,83.265,82.551,81.711,71.715,68.418,80.787,81.102,81.858,81.711,81.459
13233,2004-02-03,9.0,81.249,80.892,80.451,77.91,73.584,64.281,64.176,55.272,52.542,52.836,53.277,54.411,66.57,67.011,69.153,78.372,78.288,77.742,77.406,75.852,65.688,62.391,62.265,61.992
13234,2004-02-04,9.0,63.21,63.315,65.73,66.843,67.053,78.078,80.787,80.472,80.388,75.768,63.651,64.428,64.008,65.352,63.924,63.399,63.315,63.105,63.231,55.524,59.913,63.966,63.651,63.714
13235,2004-02-05,9.0,63.966,64.26,64.554,64.68,64.869,65.415,65.541,65.415,65.646,65.877,65.94,73.269,79.485,78.876,79.296,78.603,65.457,65.457,65.415,65.604,63.672,63.609,63.987,61.635
13236,2004-02-06,9.0,51.156,50.61,50.4,50.337,50.736,42.462,11.319,9.555,9.723,9.618,9.576,9.87,9.954,9.387,9.492,9.87,13.524,28.329,64.953,68.103,71.379,74.109,64.764,66.864
13237,2004-02-07,9.0,66.297,66.318,63.063,72.996,78.372,78.246,78.12,78.12,64.722,77.973,77.868,77.889,77.763,77.553,77.847,77.805,77.553,69.006,66.654,66.234,66.276,66.549,70.602,76.419
13238,2004-02-08,9.0,78.33,77.868,77.637,77.952,78.33,76.755,74.592,66.675,63.462,62.895,56.427,62.958,62.706,61.383,51.555,70.476,65.058,27.321,15.603,24.318,25.011,46.326,64.722,65.436
13239,2004-02-09,9.0,64.974,66.066,79.8,67.2,75.516,75.726,75.894,70.014,64.218,63.882,64.47,63.924,60.585,63.63,64.26,67.452,68.061,69.09,69.384,67.809,66.948,73.374,79.905,79.149
13240,2004-02-10,9.0,79.275,79.317,79.317,79.59,79.863,80.22,76.965,76.818,66.738,72.849,63.189,62.979,63.357,65.982,58.632,67.032,66.843,67.599,69.3,74.529,80.808,81.333,81.144,80.472
13241,2004-02-11,9.0,80.283,80.283,80.934,81.837,75.033,69.741,66.864,66.675,58.443,64.722,64.701,64.68,64.386,64.932,63.966,64.029,63.441,63.609,64.218,64.386,66.591,79.527,80.577,80.409
13242,2004-02-12,9.0,64.596,69.51,81.858,81.879,82.194,68.691,69.069,69.888,69.594,69.132,69.069,69.153,69.825,70.35,69.3,65.919,64.617,64.743,64.911,65.226,65.247,65.352,65.436,62.034
13243,2004-02-13,9.0,72.828,80.661,81.333,81.144,80.955,79.863,67.473,68.334,68.376,67.872,67.914,67.179,65.205,63.546,71.085,74.172,75.726,66.339,64.932,63.042,64.995,65.583,65.52,67.935
13244,2004-02-14,9.0,68.775,66.633,67.914,69.342,79.632,80.955,80.934,80.472,80.535,80.934,81.375,69.825,67.893,67.662,67.62,67.221,67.137,67.326,67.116,67.074,77.322,79.527,80.01,79.926
13245,2004-02-15,9.0,80.262,80.787,81.417,81.669,81.375,80.913,78.54,70.476,66.087,65.457,65.142,64.995,64.743,64.722,73.353,63.861,63.735,64.05,64.05,65.646,77.7,80.997,80.976,80.514
13246,2004-02-16,9.0,80.241,79.926,80.01,79.989,80.346,80.661,80.661,80.619,81.144,76.881,69.447,69.489,67.074,64.071,65.1,64.47,64.533,64.071,64.407,64.155,65.919,68.691,68.943,80.535
13247,2004-02-17,9.0,81.795,81.879,81.102,80.787,80.808,77.784,75.6,75.663,76.293,70.161,64.26,64.428,69.132,69.09,68.796,68.943,74.487,80.199,80.367,80.619,80.388,80.094,79.863,79.989
13248,2004-02-18,9.0,79.779,79.254,65.898,64.386,64.554,64.617,64.533,64.071,65.688,66.381,71.463,78.519,78.456,54.705,25.83,26.712,72.24,81.144,81.123,80.388,80.094,80.241,80.262,80.514
13249,2004-02-19,9.0,80.073,79.905,80.199,80.115,74.046,65.016,64.176,64.701,64.785,64.617,64.911,64.617,62.958,50.379,62.118,64.512,64.344,67.473,67.494,67.851,67.41,68.061,75.222,79.737
13250,2004-02-20,9.0,80.115,79.926,80.136,79.338,75.684,74.907,62.895,62.979,63.336,63.966,64.029,64.197,63.945,64.05,64.701,64.512,63.945,64.449,64.89,64.701,64.365,65.331,69.048,69.279
13251,2004-02-21,9.0,75.747,82.11,81.396,81.06,80.157,80.052,79.653,80.094,80.157,80.01,79.758,80.031,80.43,80.808,76.566,70.077,65.31,65.604,65.961,65.163,65.121,65.289,65.583,65.52
13252,2004-02-22,9.0,65.457,66.969,70.182,69.615,69.993,80.451,82.236,82.257,81.963,81.858,81.396,81.228,81.123,80.787,77.595,77.28,77.154,77.448,77.469,66.066,65.562,66.171,66.255,66.36
13253,2004-02-23,9.0,66.36,66.612,66.402,71.211,82.152,82.572,82.908,82.992,83.139,82.74,72.555,70.371,70.056,70.791,78.477,78.939,77.868,77.847,77.364,76.188,69.426,64.701,66.864,69.132
13254,2004-02-24,9.0,70.182,70.119,69.951,78.75,82.11,79.149,79.233,79.548,79.779,78.498,69.846,66.276,66.381,67.662,73.815,76.629,81.102,80.787,82.047,81.837,81.207,81.06,80.766,80.619
13255,2004-02-25,9.0,80.829,79.569,66.339,66.297,66.255,64.953,66.507,67.158,66.276,66.423,66.318,66.192,66.633,67.347,66.906,73.437,82.803,82.047,81.543,81.186,81.48,81.186,81.48,80.409
13256,2004-02-26,9.0,81.837,82.11,82.005,81.417,77.406,66.36,66.633,40.824,26.334,26.46,40.614,65.373,68.208,73.101,80.955,80.598,80.388,80.472,80.01,80.661,80.766,77.259,77.112,73.647
13257,2004-02-27,9.0,65.856,65.982,66.129,66.339,66.465,66.696,67.242,67.494,67.473,67.011,67.158,67.095,66.696,67.473,67.326,66.906,66.486,64.722,42.945,64.05,64.617,65.121,65.394,65.352
13258,2004-02-28,9.0,65.919,72.492,80.115,82.656,82.698,82.005,81.102,80.493,75.978,69.216,69.237,69.174,68.733,68.586,68.565,68.271,68.544,71.988,80.01,80.409,80.472,80.388,78.834,76.965
13259,2004-02-29,9.0,76.146,60.627,65.226,65.499,66.087,65.604,65.415,65.373,64.995,64.491,64.386,64.554,64.155,66.717,68.565,68.439,69.657,69.237,69.006,76.335,80.157,76.797,76.419,76.104
13260,2004-03-01,9.0,70.077,65.184,64.995,65.184,68.229,68.67,44.142,25.137,24.885,40.95,76.482,81.627,81.333,81.753,81.165,80.577,80.556,80.619,80.094,80.115,80.325,80.283,80.367,71.463
13261,2004-03-02,9.0,68.166,68.124,68.334,77.805,79.59,75.831,75.264,64.68,63.924,55.272,63.735,63.525,63.672,65.583,67.431,67.536,67.977,78.099,75.537,73.941,70.623,61.11,61.551,61.845
13262,2004-03-03,9.0,61.929,61.992,62.16,62.79,62.265,62.664,62.643,62.916,62.958,64.029,63.966,64.344,63.966,63.819,63.693,63.987,63.42,67.137,67.179,67.2,76.419,79.17,79.149,76.482
13263,2004-03-04,9.0,62.433,56.805,47.481,47.103,46.83,31.857,9.114,7.707,7.224,7.308,6.741,6.804,7.203,7.791,8.589,8.673,8.967,9.324,9.408,18.144,23.919,52.92,61.677,62.223
13264,2004-03-05,9.0,74.529,76.713,76.881,75.747,74.382,74.109,74.088,72.03,62.916,63.168,63.168,62.496,62.391,62.076,61.845,62.076,64.974,65.268,65.289,66.003,73.647,77.364,77.196,77.049
13265,2004-03-06,9.0,76.902,76.65,76.692,77.154,77.448,66.381,65.94,66.444,66.255,65.646,65.142,64.596,64.743,65.1,70.182,75.39,75.936,76.482,76.818,77.07,77.406,77.952,78.246,78.036
13266,2004-03-07,9.0,78.078,78.099,78.309,69.132,67.137,64.323,63.735,63.42,61.383,61.152,61.026,61.005,60.753,60.27,63.042,65.73,65.499,74.256,76.629,77.931,78.477,78.645,78.372,78.372
13267,2004-03-08,9.0,78.12,77.826,77.973,77.994,68.25,67.179,61.95,62.475,63.231,63.546,63.084,62.811,63.336,63.147,62.244,66.423,66.465,70.518,77.7,78.036,78.099,78.372,78.288,78.729
13268,2004-03-09,9.0,78.603,75.327,75.663,75.663,67.788,63.567,40.404,25.032,25.326,21.84,14.238,28.812,56.679,63.903,68.376,79.884,81.963,92.463,50.589,24.507,24.612,51.534,91.14,92.904
13269,2004-03-10,9.0,93.093,93.261,92.778,92.337,79.716,79.275,36.582,24.885,24.129,46.578,67.893,68.166,80.304,92.106,94.353,94.206,94.059,91.056,42.252,24.381,24.276,41.412,79.569,93.492
13270,2004-03-11,9.0,92.421,71.589,79.611,79.485,79.653,79.569,35.637,24.297,26.46,72.114,78.834,78.939,79.17,78.435,77.259,77.322,76.755,76.356,77.112,76.818,85.974,90.174,89.754,89.628
13271,2004-03-12,9.0,89.901,89.712,77.238,70.896,65.982,65.73,65.898,66.024,65.751,65.73,65.877,72.66,77.343,76.923,74.382,73.206,73.248,72.996,73.206,66.423,61.803,61.509,61.929,62.811
13272,2004-03-13,9.0,62.979,63.0,62.685,63.0,74.067,75.327,75.138,74.781,74.802,74.256,74.382,72.975,62.118,64.554,65.793,65.436,64.974,64.869,65.184,72.051,77.301,78.015,77.973,78.519
13273,2004-03-14,9.0,78.288,78.015,77.931,77.805,77.994,77.973,77.805,75.621,74.277,69.405,62.16,62.118,61.803,61.488,61.572,61.551,61.152,61.635,62.076,72.954,74.697,75.201,75.243,74.739
13274,2004-03-15,9.0,76.692,78.792,78.666,79.023,78.666,78.414,77.532,70.35,62.958,62.958,63.042,63.378,63.273,63.441,64.617,66.78,77.028,77.721,77.427,76.839,76.692,77.112,77.406,78.309
13275,2004-03-16,9.0,78.099,77.763,77.553,77.7,77.532,77.931,66.675,66.696,65.877,64.008,62.664,61.908,62.622,62.307,63.0,62.202,61.068,52.164,60.312,68.817,76.314,80.598,79.842,79.821
13276,2004-03-17,9.0,78.939,77.994,76.986,76.671,76.524,77.112,76.293,76.608,76.566,54.81,41.559,38.997,60.543,72.996,74.949,77.091,77.112,76.86,76.146,75.957,76.293,76.797,77.49,78.057
13277,2004-03-18,9.0,78.12,78.624,78.645,79.065,79.17,75.663,40.509,24.423,25.305,50.232,61.425,61.215,61.236,61.341,67.431,78.897,79.926,79.401,78.351,77.805,77.385,78.183,78.351,77.889
13278,2004-03-19,9.0,77.721,77.7,77.847,71.862,65.562,65.079,61.866,62.265,62.622,62.307,62.328,62.58,63.294,74.634,75.264,77.427,77.112,77.721,77.616,77.028,76.923,77.154,77.343,77.427
13279,2004-03-20,9.0,77.175,77.595,77.175,66.906,60.102,49.539,49.014,55.671,60.459,61.593,61.068,61.446,64.281,72.786,72.849,73.227,60.879,60.354,61.11,60.984,61.446,61.614,61.614,62.181
13280,2004-03-21,9.0,62.076,66.171,73.878,74.046,74.823,78.078,78.435,78.918,78.918,78.246,77.679,77.196,73.815,73.164,63.042,61.53,61.551,61.845,62.622,62.223,62.118,62.076,62.223,63.861
13281,2004-03-22,9.0,74.298,77.616,78.099,78.918,79.065,79.485,36.876,24.423,24.633,31.311,66.717,76.629,81.312,82.026,80.556,80.409,80.262,79.506,47.712,24.066,23.961,33.159,77.385,78.036
13282,2004-03-23,9.0,77.322,77.091,77.826,77.973,77.994,79.359,42.63,24.801,45.507,80.745,80.283,80.682,80.997,80.325,80.304,80.01,79.653,80.304,80.724,80.598,80.409,80.178,80.157,80.262
13283,2004-03-24,9.0,79.422,79.989,79.947,80.031,80.367,80.262,79.464,78.54,75.453,62.538,63.63,62.685,61.761,62.412,63.441,63.693,62.601,62.37,63.357,63.126,62.643,63.063,62.475,62.139
13284,2004-03-25,9.0,64.239,67.116,66.444,75.495,77.553,75.642,74.613,74.298,73.794,73.836,73.773,74.004,67.032,62.118,42.378,13.608,13.545,12.537,12.621,12.39,12.264,12.159,12.243,12.327
13285,2004-03-26,9.0,13.146,26.523,38.703,57.015,58.863,61.614,61.719,61.446,61.803,62.076,61.971,62.433,63.273,61.089,51.135,51.051,62.664,77.931,79.947,79.737,78.687,78.372,78.309,78.477
13286,2004-03-27,9.0,78.582,78.771,78.54,78.372,79.086,79.611,79.506,79.485,79.905,80.199,80.535,80.472,80.535,67.41,69.195,69.405,69.258,69.657,80.451,81.879,82.089,81.48,81.375,80.745
13287,2004-03-28,9.0,80.64,79.926,78.855,79.002,78.792,76.083,75.81,64.281,64.218,64.281,64.134,64.218,64.008,63.714,64.029,64.26,64.89,64.092,64.47,65.037,65.478,65.982,77.448,80.409
13288,2004-03-29,9.0,80.346,79.632,79.17,79.086,78.771,79.233,79.842,81.102,73.5,68.271,67.935,67.389,67.242,68.334,67.851,67.389,69.258,80.262,80.661,80.661,80.745,81.438,81.291,81.186
13289,2004-03-30,9.0,80.136,66.654,24.129,33.201,43.176,19.194,13.671,13.734,11.193,10.584,10.059,9.975,10.164,10.584,10.836,10.542,14.406,21.945,29.043,32.991,46.809,61.194,74.382,78.855
13290,2004-03-31,9.0,78.876,78.96,79.191,79.422,67.431,67.62,79.128,78.855,79.233,76.734,74.592,74.55,74.613,78.12,78.099,78.393,78.939,77.7,75.747,63.756,59.808,63.168,62.664,61.992
13291,2004-04-01,9.0,63.924,67.221,78.708,78.918,78.834,77.028,75.264,75.222,75.495,75.957,70.98,63.42,62.874,66.759,67.221,66.969,66.801,65.667,65.625,72.66,77.721,77.532,78.519,78.582
13292,2004-04-02,9.0,78.078,77.574,78.015,78.12,77.637,77.427,77.112,69.783,64.827,62.349,61.719,62.16,62.412,62.643,62.832,62.433,62.286,63.483,65.52,65.751,77.595,79.023,78.876,79.317
13293,2004-04-03,9.0,79.485,79.632,79.59,79.611,76.272,76.041,67.137,63.105,63.147,62.874,62.979,62.874,62.307,62.622,62.412,65.352,76.986,80.031,80.052,79.842,79.842,79.947,80.157,80.115
13294,2004-04-04,9.0,80.493,80.388,75.065,69.741,63.399,63.42,63.546,63.189,61.593,54.243,49.035,52.164,61.824,61.824,61.677,62.013,64.407,66.192,65.058,72.45,79.086,78.792,78.876,79.506
13295,2004-04-05,9.0,79.695,80.052,80.01,79.884,71.337,42.504,24.087,24.633,25.032,50.001,77.301,77.742,77.532,77.028,77.868,78.183,78.078,77.763,35.763,24.192,24.444,54.642,79.632,78.141
13296,2004-04-06,9.0,77.868,79.023,79.044,79.002,79.401,79.653,42.987,24.339,24.423,47.376,78.099,78.309,78.267,78.414,76.944,76.545,76.902,76.482,76.356,76.755,77.952,78.519,79.296,79.296
13297,2004-04-07,9.0,79.149,78.813,78.813,77.616,77.469,77.28,61.488,61.53,60.732,61.341,61.53,61.677,62.097,62.937,72.849,74.655,79.023,84.672,84.546,82.95,80.934,80.157,80.577,81.018
13298,2004-04-08,9.0,80.871,80.976,81.312,80.535,80.262,79.359,76.629,66.171,67.746,77.847,77.616,77.616,77.511,78.897,78.477,77.364,63.966,61.845,61.32,61.761,61.698,61.866,62.055,62.517
13299,2004-04-09,9.0,62.664,62.811,73.731,74.13,74.046,74.382,74.823,74.886,74.844,69.3,63.147,63.756,63.609,63.357,62.559,62.748,63.042,62.664,62.538,62.643,73.479,78.561,78.96,79.044
13300,2004-04-10,9.0,79.275,79.191,78.771,78.855,79.254,78.855,78.519,78.435,78.267,78.204,77.7,74.382,62.643,62.055,62.055,62.307,62.496,62.118,62.055,61.992,62.664,62.685,62.286,63.0
13301,2004-04-11,9.0,74.319,77.112,77.721,78.057,78.162,77.574,77.343,77.847,78.162,78.813,77.931,76.755,76.629,76.272,76.713,69.888,62.013,61.719,61.656,61.761,62.412,62.265,62.118,67.725
13302,2004-04-12,9.0,76.671,78.309,76.881,30.975,12.075,12.075,19.299,26.019,51.702,78.036,77.469,78.12,75.096,74.76,73.563,72.135,72.051,69.825,60.228,59.766,59.829,61.047,61.782,61.656
13303,2004-04-13,9.0,61.488,61.215,61.11,60.438,60.459,60.249,60.9,61.131,61.572,62.664,61.887,63.462,73.332,79.254,78.813,79.086,78.456,77.028,64.218,64.323,64.89,65.709,66.36,65.94
13304,2004-04-14,9.0,66.066,66.444,71.316,78.624,79.107,79.023,79.023,79.548,75.327,75.159,74.634,69.09,62.685,62.601,62.454,62.895,63.063,62.601,62.37,65.289,66.801,75.705,78.393,78.582
13305,2004-04-15,9.0,78.246,77.28,77.553,77.7,77.889,77.742,42.147,24.822,25.263,31.248,68.397,78.666,78.687,76.881,76.881,76.377,75.915,77.091,77.931,77.301,74.445,70.623,62.391,62.181
13306,2004-04-16,9.0,62.706,62.769,62.748,62.538,62.853,62.139,61.656,54.957,49.581,49.098,49.581,57.75,62.265,64.533,76.293,77.637,77.553,77.868,77.7,77.49,77.637,78.624,79.149,79.107
13307,2004-04-17,9.0,79.065,78.498,78.183,78.477,78.918,78.729,78.645,78.099,78.099,77.658,77.574,76.923,63.462,60.984,60.9,60.669,60.648,60.333,60.669,60.06,58.968,62.013,54.18,37.296
13308,2004-04-18,9.0,36.351,50.421,57.225,56.637,56.301,56.133,55.797,59.724,61.131,60.858,59.724,59.64,59.367,59.703,60.669,61.131,63.861,72.723,72.66,72.03,72.534,67.767,61.047,61.278
13309,2004-04-19,9.0,60.102,60.69,60.669,61.593,68.796,77.196,77.637,77.994,77.112,76.083,72.975,68.418,61.362,61.425,61.257,38.493,24.822,24.738,40.299,72.702,73.647,76.23,77.595,78.372
13310,2004-04-20,9.0,78.519,78.435,79.296,79.149,78.813,79.023,76.482,77.091,75.726,74.781,73.941,74.382,74.76,74.445,74.025,40.068,22.029,21.546,23.436,50.841,78.246,79.506,79.233,79.506
13311,2004-04-21,9.0,78.834,78.939,79.296,79.8,78.855,79.086,79.233,80.094,80.22,78.12,71.778,71.148,74.193,67.683,61.677,60.984,61.236,61.089,61.131,61.047,61.32,61.614,62.034,62.055
13312,2004-04-22,9.0,63.672,66.822,74.97,79.737,79.401,72.87,66.528,68.061,68.418,68.04,66.045,63.336,62.958,63.063,62.454,40.551,24.192,43.533,65.352,73.962,78.12,79.338,79.191,78.561
13313,2004-04-23,9.0,78.624,79.359,79.779,78.792,64.491,63.399,62.832,63.126,62.706,59.724,11.382,9.114,9.198,9.429,9.135,9.282,9.219,9.093,8.883,11.466,12.957,9.093,8.904,9.156
13314,2004-04-24,9.0,9.408,9.03,9.03,14.049,21.462,21.399,29.106,44.541,48.741,56.238,60.585,61.236,61.257,68.166,75.243,76.776,76.44,76.125,75.852,76.272,76.566,77.133,77.049,77.112
13315,2004-04-25,9.0,77.259,63.0,36.183,36.729,59.283,73.374,73.185,72.534,72.261,73.038,76.083,75.789,75.453,75.789,66.486,32.298,35.28,53.13,71.799,74.823,77.091,77.049,77.595,77.7
13316,2004-04-26,9.0,78.414,78.666,78.099,77.931,77.385,75.222,72.639,66.885,61.656,62.622,62.454,62.391,62.412,62.517,62.328,62.601,53.214,14.868,13.839,11.529,18.963,32.529,57.33,60.249
13317,2004-04-27,9.0,62.202,73.584,78.162,77.868,77.553,77.868,77.679,79.128,78.498,70.308,65.772,66.087,66.255,76.629,77.742,77.679,77.763,77.721,76.335,73.689,69.174,61.215,60.942,60.984
13318,2004-04-28,9.0,60.9,61.257,61.467,64.554,65.394,65.436,65.268,65.982,62.958,62.328,62.706,62.118,62.811,63.357,74.172,74.256,73.878,73.5,77.343,77.49,77.511,73.353,65.31,65.52
13319,2004-04-29,9.0,65.709,63.42,61.866,61.551,61.425,61.74,64.848,66.234,66.108,65.457,66.339,69.006,78.96,79.506,79.443,80.031,79.842,78.582,78.897,78.813,78.855,79.044,78.96,77.889
13320,2004-04-30,9.0,64.344,61.719,62.433,62.853,63.063,62.727,63.063,62.769,63.063,61.887,59.619,62.811,73.227,72.87,75.453,74.907,62.685,63.168,64.491,64.806,64.848,65.016,64.869,65.016
13321,2004-05-01,9.0,70.119,77.07,77.49,77.07,73.395,73.584,73.29,73.458,66.948,61.572,61.698,61.887,62.349,62.475,62.496,62.937,62.811,62.496,62.895,64.617,71.274,77.952,77.994,77.763
13322,2004-05-02,9.0,76.965,77.469,77.763,78.183,75.138,66.15,57.225,61.446,61.32,62.181,62.328,62.055,61.887,66.276,55.314,71.421,77.973,76.545,76.629,63.021,75.558,75.789,74.655,75.852
13323,2004-05-03,9.0,69.069,64.386,64.344,61.845,62.223,61.929,61.467,61.95,62.916,62.328,58.548,62.475,63.021,51.807,60.48,69.468,69.972,71.946,71.799,71.715,72.072,74.571,75.894,75.852
13324,2004-05-04,9.0,76.062,72.324,69.342,60.333,60.459,64.722,76.65,78.624,78.939,60.732,54.558,54.117,53.823,55.797,69.279,38.493,50.169,60.333,60.333,55.272,59.661,60.102,60.165,60.249
