datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2004-01-16,16,44.847,45.347,46.448,48.235,50.694,52.938,58.163,59.191,56.902,53.06,49.734,46.411,43.398,41.456,39.448,39.786,42.154,47.62,50.589,50.974,50.438,49.159,49.395,47.451
2004-01-17,16,46.081,45.84,46.132,46.339,46.983,46.532,49.249,52.103,51.824,48.075,44.914,42.202,39.787,37.688,36.489,36.888,38.633,41.753,42.739,41.98,40.576,39.037,38.716,36.438
2004-01-18,16,34.846,34.776,35.128,35.305,35.16,33.902,34.838,37.4,40.552,41.728,40.307,38.711,37.97,37.34,36.29,35.902,36.732,38.886,40.558,39.703,40.224,39.103,39.533,37.71
2004-01-19,16,37.232,37.934,39.091,40.559,42.231,43.438,47.146,49.917,49.931,48.664,46.713,43.848,40.668,38.412,36.811,37.083,39.278,45.39,49.863,50.61,50.466,49.456,49.532,47.146
2004-01-20,16,45.865,46.082,46.394,47.124,48.959,50.2,55.09,56.008,51.691,47.996,45.149,42.751,40.486,39.228,38.543,39.143,42.396,48.614,52.172,52.361,51.399,50.112,49.568,47.234
2004-01-21,16,46.201,46.385,47.163,48.309,50.218,51.638,57.369,56.794,54.115,48.517,44.257,40.993,38.03,37.057,37.558,38.015,40.32,45.199,49.304,49.588,49.253,48.352,47.538,45.393
2004-01-22,16,43.797,43.311,43.015,42.89,43.332,44.278,48.88,49.775,44.827,40.778,36.699,33.186,30.003,28.414,28.039,29.501,30.934,35.299,38.522,38.968,38.796,37.486,37.325,36.393
2004-01-23,16,36.999,38.696,41.194,43.562,46.455,48.211,54.29,55.96,51.949,48.766,45.358,42.297,39.918,38.202,37.016,37.05,38.912,45.188,49.513,50.18,49.435,47.896,46.937,44.293
2004-01-24,16,42.536,41.859,41.959,42.367,43.058,43.22,45.728,48.488,51.313,51.729,51.08,49.221,48.18,47.606,46.808,46.708,47.181,49.97,53.054,52.906,53.482,52.901,53.27,51.267
2004-01-25,16,50.314,50.346,51.019,51.97,53.203,53.224,56.138,59.763,62.966,62.056,58.502,54.717,52.897,52.3,51.112,50.376,51.187,54.098,56.032,56.422,56.055,54.48,54.273,52.982
2004-01-26,16,53.029,52.072,52.357,52.775,54.096,53.469,55.326,56.147,58.871,59.093,57.999,56.201,54.49,52.464,50.747,51.084,51.873,54.068,53.645,52.065,53.09,49.058,48.727,46.362
2004-01-27,16,45.245,44.643,44.801,45.259,45.958,45.772,48.136,49.496,51.094,51.079,49.23,47.143,45.646,44.495,43.43,44.264,45.585,48.629,50.186,49.155,47.238,45.758,44.916,42.827
2004-01-28,16,41.937,41.63,41.956,43.073,45.117,46.281,50.225,53.177,52.196,49.083,45.251,41.991,40.561,39.918,38.556,37.514,38.889,44.834,49.089,49.762,49.659,49.035,49.135,47.205
2004-01-29,16,46.148,46.335,47.091,48.181,49.74,50.639,54.723,57.199,54.499,47.275,41.141,36.629,33.289,31.22,29.725,29.409,30.885,36.878,41.617,42.382,42.196,40.723,40.3,38.243
2004-01-30,16,37.269,37.421,37.626,37.914,38.96,39.821,44.093,46.453,44.832,42.909,40.883,39.141,37.85,37.841,37.761,37.866,39.612,44.535,48.325,49.246,49.345,49.504,50.646,49.784
2004-01-31,16,49.271,49.77,50.848,52.322,53.888,54.247,57.206,60.511,59.736,55.975,51.633,47.998,45.417,42.709,40.493,39.388,40.725,46.039,50.129,50.681,50.784,50.607,51.409,50.214
2004-02-01,16,49.621,50.096,50.718,51.745,53.024,50.432,52.488,54.937,54.834,51.864,46.675,41.686,38.411,36.149,34.459,33.404,34.821,39.029,43.165,43.545,44.431,44.431,46.956,46.158
2004-02-02,16,45.643,46.028,47.436,49.174,51.621,50.211,55.076,55.081,55.168,43.261,37.823,33.663,30.522,28.69,27.875,29.748,32.385,36.993,41.216,42.102,41.58,40.613,42.069,40.052
2004-02-03,16,39.168,38.887,38.475,38.486,39.218,37.631,40.818,41.317,39.455,38.058,36.896,35.429,33.578,32.004,30.75,30.551,30.421,34.635,38.988,39.941,39.223,38.037,39.007,36.745
2004-02-04,16,35.694,35.893,36.18,36.819,38.751,38.239,43.237,44.514,39.876,34.844,31.292,28.925,26.963,25.778,24.801,25.1,27.116,32.738,37.526,38.579,38.839,38.192,40.388,38.564
2004-02-05,16,38.427,39.267,40.16,41.555,43.158,42.198,47.346,48.047,42.81,38.667,37.559,35.409,32.225,31.537,31.057,32.157,34.105,38.081,41.285,41.165,39.971,38.019,38.862,36.485
2004-02-06,16,35.523,36.13,36.564,36.753,36.96,35.251,38.592,40.515,38.879,37.1,34.974,35.049,36.868,35.973,35.573,36.162,37.07,39.483,40.34,39.164,37.712,36.002,36.875,34.32
2004-02-07,16,32.901,32.594,32.353,32.505,32.922,31.102,33.162,36.514,38.234,36.638,33.305,29.571,27.591,26.346,25.679,26.422,29.156,32.832,35.517,36.079,36.025,35.121,37.582,36.085
2004-02-08,16,35.758,36.157,36.546,37.33,38.826,37.385,40.323,43.4,45.154,43.533,40.038,36.638,34.825,32.78,30.928,29.678,30.725,34.57,39.876,41.431,41.398,40.399,41.934,40.056
2004-02-09,16,38.733,38.636,38.759,39.428,40.941,39.93,44.758,44.773,40.554,36.854,33.386,30.502,28.447,27.768,26.707,27.474,29.131,32.523,34.736,34.62,33.494,31.524,31.333,28.668
2004-02-10,16,27.035,26.917,27.504,28.189,29.402,29.439,34.369,35.963,33.861,31.818,30.182,28.037,26.042,24.333,22.363,22.338,22.963,27.277,32.13,33.08,32.569,31.377,31.719,29.418
2004-02-11,16,28.287,28.624,29.381,30.821,33.111,33.799,39.454,41.587,38.4,34.548,31.604,29.039,26.416,24.629,23.255,23.678,26.089,31.085,35.659,36.652,36.817,35.984,37.118,34.965
2004-02-12,16,33.31,33.404,33.345,33.703,34.419,33.989,38.743,39.928,37.132,36.012,35.002,33.951,31.858,30.972,30.586,30.996,31.713,34.234,37.319,37.792,37.344,36.787,38.632,36.413
2004-02-13,16,34.975,35.023,35.654,36.531,38.078,37.867,43.086,44.059,38.576,33.628,29.678,26.689,24.19,22.547,21.113,21.28,22.057,25.682,30.432,32.114,32.762,33.064,35.318,33.573
2004-02-14,16,31.912,31.014,30.919,31.375,32.098,30.5,32.822,35.757,37.417,36.751,33.778,30.337,28.146,27.333,26.704,26.831,28.12,30.048,32.057,31.997,31.175,30.446,32.599,31.497
2004-02-15,16,30.852,31.161,31.609,31.9,32.296,30.69,33.168,36.429,38.254,36.735,34.258,32.007,32.048,31.557,31.178,31.794,33.301,36.696,39.812,40.421,39.957,39.397,41.215,39.749
2004-02-16,16,39.201,39.618,40.425,41.736,43.723,42.854,48.007,49.799,48.787,45.601,42.439,39.853,36.783,34.288,32.24,31.192,32.111,36.425,42.389,44.19,43.94,43.257,45.471,43.767
2004-02-17,16,43.429,44.039,43.961,43.831,44.021,41.78,45.861,46.569,43.192,40.762,38.059,36.64,35.504,35.672,35.747,36.281,37.226,40.121,42.835,42.674,40.897,38.851,39.5,36.826
2004-02-18,16,35.779,36.026,36.526,37.332,38.683,38.301,42.886,44.574,40.717,37.195,34.094,31.663,28.997,27.363,26.208,26.302,27.599,31.916,36.628,38.138,37.674,36.462,37.747,35.338
2004-02-19,16,34.029,34.088,33.863,33.905,34.426,33.831,38.284,38.895,34.033,29.418,26.392,23.558,21.147,20.059,19.024,18.744,19.157,22.63,27.791,29.536,29.661,28.811,29.922,27.832
2004-02-20,16,26.747,26.731,27.169,28.139,29.497,29.636,34.261,35.481,31.691,27.59,24.071,21.965,20.063,19.397,18.515,18.3,19.21,22.237,26.062,25.989,25.163,23.973,24.699,22.384
2004-02-21,16,20.39,19.535,19.177,19.014,19.281,18.481,20.351,22.984,24.256,23.78,22.49,21.26,20.371,19.928,19.425,19.708,20.476,22.823,27.0,27.69,27.381,27.301,28.897,27.779
2004-02-22,16,26.827,27.117,27.961,29.197,30.36,28.965,31.7,34.364,35.902,35.047,31.798,28.697,27.589,25.775,24.255,23.351,24.101,26.836,31.474,32.746,32.793,31.576,32.578,30.734
2004-02-23,16,30.219,30.76,31.496,32.632,34.584,34.879,40.35,40.865,35.525,31.776,28.727,26.031,23.761,22.846,21.914,22.136,23.756,28.184,32.831,33.947,33.485,31.801,32.445,29.869
2004-02-24,16,28.45,28.158,28.125,28.516,29.635,30.151,34.72,35.543,32.698,30.307,28.864,26.759,26.049,25.854,25.853,26.326,28.281,31.252,34.391,35.16,34.903,33.576,33.856,31.317
2004-02-25,16,30.857,31.35,32.275,33.557,35.78,35.893,40.869,40.992,36.371,33.489,31.155,28.549,26.493,24.982,23.667,23.676,25.034,29.359,34.711,35.928,35.874,35.163,36.325,34.212
2004-02-26,16,33.569,33.798,34.586,35.522,37.312,37.208,41.756,42.703,39.559,38.0,36.451,34.725,32.909,32.299,31.964,32.832,34.055,36.482,39.051,39.529,37.872,35.953,36.165,33.428
2004-02-27,16,31.985,31.678,31.822,32.345,33.842,34.162,39.116,40.62,37.831,34.259,31.371,29.185,26.657,25.312,24.318,24.207,25.547,29.236,33.781,34.911,34.995,34.273,35.856,34.025
2004-02-28,16,33.064,33.007,33.485,34.144,35.032,33.801,36.442,38.149,37.201,34.281,31.027,28.141,25.497,23.439,21.634,20.911,21.609,23.799,28.06,29.876,30.424,30.566,32.978,31.866
2004-02-29,16,31.055,31.223,31.706,32.477,33.452,32.264,34.837,37.393,36.167,32.525,27.733,24.044,21.961,20.54,19.216,18.313,19.171,21.661,25.181,25.919,25.249,23.76,23.8,21.704
2004-03-01,16,20.891,20.867,21.333,22.218,23.69,25.548,31.308,31.294,28.424,24.246,21.937,19.973,18.511,17.501,16.557,16.523,17.369,19.509,23.626,24.917,23.671,22.014,20.64,17.982
2004-03-02,16,16.387,15.981,15.855,16.145,16.937,18.592,23.459,24.802,22.663,21.118,19.823,18.981,18.117,17.855,17.563,17.977,18.813,20.844,23.964,25.301,24.021,22.2,19.857,17.269
2004-03-03,16,16.094,15.975,16.389,17.278,18.624,21.419,27.14,27.989,24.26,21.722,19.969,18.534,17.154,16.663,16.401,16.847,17.247,19.935,24.145,25.334,24.457,22.737,20.675,18.146
2004-03-04,16,16.592,16.202,16.125,16.284,17.212,19.126,23.929,25.18,22.883,20.715,19.497,18.236,17.522,16.978,16.493,16.619,17.374,19.423,23.756,24.848,23.932,22.289,20.131,17.944
2004-03-05,16,16.719,16.492,16.705,17.339,18.6,20.764,25.98,27.532,25.327,24.098,21.844,19.684,18.405,17.666,16.882,16.786,17.258,18.758,22.304,22.605,21.708,20.259,18.95,16.702
2004-03-06,16,14.707,13.669,13.142,12.852,12.943,13.411,15.166,17.932,21.001,22.554,22.375,21.491,20.94,20.124,19.06,18.449,18.849,19.689,22.466,23.165,22.09,20.749,19.766,18.089
2004-03-07,16,16.588,16.113,16.281,16.779,17.858,19.132,22.143,26.347,27.621,26.37,24.127,21.839,20.698,20.004,19.161,18.737,19.27,21.11,25.608,27.493,26.739,24.607,23.468,21.514
2004-03-08,16,20.345,20.392,20.736,21.912,23.861,26.75,32.431,32.628,28.913,27.249,26.754,26.106,24.701,23.97,23.881,24.888,26.809,29.921,34.256,35.609,34.623,32.781,30.851,28.614
2004-03-09,16,27.897,28.379,29.481,30.843,32.958,35.66,40.897,39.656,32.965,28.838,26.32,25.16,24.282,23.425,22.94,23.046,24.394,27.838,33.196,35.206,34.581,33.169,31.976,30.023
2004-03-10,16,29.099,29.495,29.987,31.144,32.73,34.82,39.891,40.325,37.418,36.2,35.562,35.349,34.591,34.372,33.078,33.223,33.519,35.671,38.772,39.017,37.819,35.674,33.704,31.295
2004-03-11,16,30.178,29.953,30.627,31.428,33.14,35.534,40.514,38.979,32.873,28.908,25.988,23.97,22.113,20.772,19.527,19.342,19.815,22.536,27.24,29.998,29.847,28.457,26.901,24.527
2004-03-12,16,22.942,22.622,23.243,23.978,25.607,27.931,33.123,32.839,28.455,25.692,23.975,22.331,21.045,20.346,19.772,19.758,20.162,22.851,28.333,30.638,30.784,30.738,30.567,29.378
2004-03-13,16,28.542,28.67,29.46,30.449,31.993,33.441,36.594,38.607,38.433,36.275,33.322,30.661,28.864,26.723,25.0,24.036,24.596,26.614,31.346,33.725,34.374,34.196,34.052,32.67
2004-03-14,16,32.109,31.795,32.38,33.356,34.124,34.659,36.778,39.405,39.177,36.697,33.804,29.363,26.493,24.197,22.671,21.667,21.964,24.52,27.856,29.56,28.426,26.189,24.098,21.571
2004-03-15,16,19.605,18.659,18.434,18.429,19.358,21.512,26.49,27.103,24.687,22.561,21.102,19.471,18.114,17.682,16.952,17.025,17.685,20.111,24.53,26.79,26.054,24.364,22.626,20.178
2004-03-16,16,18.867,18.735,18.932,19.535,20.603,22.918,28.452,30.793,29.691,29.649,29.794,30.058,29.899,29.573,29.471,30.412,32.096,34.812,37.479,37.761,36.251,33.704,31.527,28.577
2004-03-17,16,27.198,26.981,27.047,27.724,28.892,31.311,36.771,36.741,33.371,31.852,30.333,28.517,27.315,27.142,27.413,28.511,30.61,33.364,35.956,36.09,34.802,33.049,31.375,29.158
2004-03-18,16,27.97,28.158,28.624,29.15,30.451,32.38,37.213,35.981,35.341,33.074,31.307,27.828,24.235,22.576,21.397,21.4,22.73,26.949,31.132,32.383,31.557,29.398,26.942,24.09
2004-03-19,16,22.383,21.541,21.485,22.113,23.496,25.595,31.082,32.274,30.949,30.738,30.198,29.203,27.089,26.693,26.303,25.746,25.544,27.638,32.195,34.797,34.842,34.806,34.764,33.287
2004-03-20,16,32.641,33.11,33.97,34.493,35.851,37.0,39.907,39.566,36.775,33.661,30.23,27.339,25.359,23.498,21.912,21.277,21.667,22.891,26.082,27.741,26.944,25.422,23.862,21.033
2004-03-21,16,18.967,17.704,17.097,16.793,17.137,17.853,20.059,23.472,26.783,27.117,25.582,24.264,23.655,23.149,22.63,22.642,23.678,26.12,30.79,33.917,34.208,32.787,31.138,26.921
2004-03-22,16,25.79,26.124,31.025,31.814,35.936,37.796,42.762,43.021,40.291,37.754,34.347,31.382,29.399,27.678,26.585,26.659,27.785,31.451,36.802,38.641,38.656,39.737,36.486,34.042
2004-03-23,16,33.481,34.055,35.075,36.403,38.611,41.644,46.406,41.925,37.223,31.766,28.649,26.612,24.652,23.678,22.098,21.741,22.655,25.516,30.644,34.163,33.73,32.442,30.682,28.247
2004-03-24,16,27.459,27.679,28.047,28.983,30.673,33.295,37.869,35.818,30.55,26.443,23.315,21.319,19.491,18.718,18.121,18.194,19.432,21.566,25.125,27.586,26.908,25.376,23.157,20.566
2004-03-25,16,19.346,19.269,19.287,19.65,20.923,23.225,28.204,29.051,26.516,24.178,21.598,19.522,18.018,17.28,16.671,16.712,17.507,19.301,22.28,24.855,24.294,22.178,20.122,17.229
2004-03-26,16,15.53,14.93,14.935,15.168,16.312,18.602,23.248,23.573,20.927,19.371,18.573,17.73,17.038,16.914,16.673,16.821,17.687,19.083,21.343,23.516,22.346,20.915,19.263,16.739
2004-03-27,16,15.175,14.092,13.61,13.438,13.68,14.489,16.628,19.605,21.268,21.482,21.035,20.461,19.652,18.908,18.156,18.2,19.374,20.43,22.115,23.308,22.053,20.479,18.998,17.013
2004-03-28,16,15.242,14.416,14.049,14.079,14.555,15.263,17.386,21.729,25.49,26.476,24.378,22.259,21.694,21.152,20.456,19.941,20.33,21.992,24.674,27.298,27.145,25.569,23.455,21.275
2004-03-29,16,20.11,20.001,19.962,20.682,22.07,24.568,30.089,31.249,29.402,28.514,27.967,26.685,25.839,25.039,24.164,24.683,26.248,29.296,32.79,33.671,32.842,30.596,28.207,25.612
2004-03-30,16,24.393,24.209,24.352,24.926,26.115,28.457,32.835,33.519,30.868,29.337,27.774,26.273,24.822,24.2,23.696,23.856,25.663,28.535,31.167,32.396,30.906,28.988,26.484,23.796
2004-03-31,16,22.269,21.777,21.605,22.125,23.065,25.25,29.5,30.371,27.865,25.911,24.532,23.605,23.333,23.393,23.518,24.172,25.78,28.78,31.265,31.653,30.576,28.238,25.892,23.196
2004-04-01,16,21.612,21.081,20.977,21.371,22.487,23.613,27.966,29.191,27.028,26.189,25.434,24.628,23.458,23.401,23.012,23.57,25.2,27.582,29.89,31.028,30.001,28.33,27.286,24.655
2004-04-02,16,23.291,22.853,22.88,23.41,24.648,25.193,29.878,30.844,29.494,28.552,27.27,26.18,25.987,25.807,25.327,25.847,26.611,28.5,30.904,31.592,30.571,29.008,29.497,27.052
2004-04-03,16,25.171,24.743,24.456,24.347,24.986,23.95,26.094,28.74,30.217,30.254,29.22,27.878,26.345,25.155,23.91,22.901,22.716,24.108,26.36,28.505,28.255,27.505,28.566,26.571
2004-04-04,16,24.661,23.747,23.633,23.519,23.809,22.388,23.806,26.468,28.414,29.059,28.038,25.862,24.959,24.407,23.644,23.167,23.157,24.025,25.558,29.385,33.0,32.312,33.256,30.7
2004-04-05,16,29.186,29.145,29.668,30.861,32.919,33.158,37.035,38.087,38.175,35.222,33.024,31.09,29.413,27.643,25.7,24.426,24.236,25.628,27.514,29.698,32.587,34.285,32.869,29.97
2004-04-06,16,28.247,28.089,28.502,29.341,30.908,31.126,35.852,35.092,30.746,30.826,26.879,24.335,22.239,21.156,19.604,18.973,18.61,19.567,20.679,23.249,26.406,26.017,25.445,22.898
2004-04-07,16,21.606,21.237,21.288,21.749,23.137,24.076,28.909,30.112,26.405,23.35,20.926,19.154,17.805,16.802,16.412,16.613,17.058,18.085,18.736,20.302,22.974,21.828,20.427,17.16
2004-04-08,16,14.958,14.451,14.569,15.37,16.869,18.16,23.137,25.724,24.108,22.388,21.483,20.884,20.2,19.469,18.682,18.573,18.466,19.27,20.733,23.163,25.962,25.238,25.09,22.254
2004-04-09,16,20.487,19.971,19.943,20.022,21.448,22.386,26.715,28.669,26.488,24.146,22.178,20.512,19.17,18.116,17.669,17.518,17.25,18.297,19.533,20.679,23.425,22.851,23.247,21.052
2004-04-10,16,19.4,19.05,19.477,20.397,21.727,21.562,24.447,27.878,29.363,27.968,25.542,23.431,21.622,20.512,19.617,19.853,20.884,22.186,23.266,24.547,25.95,25.038,24.884,22.208
2004-04-11,16,19.886,18.802,18.454,18.722,19.556,19.219,20.671,23.805,27.984,29.866,28.881,27.411,26.866,26.567,25.808,25.338,25.754,26.349,27.426,28.911,29.248,27.34,27.231,24.562
2004-04-12,16,22.678,22.053,21.764,22.022,22.947,22.958,25.821,27.715,28.589,28.995,29.154,28.917,28.371,27.896,27.48,27.541,28.312,30.109,30.983,31.137,30.939,28.505,27.051,24.073
2004-04-13,16,22.05,21.158,21.055,21.298,22.075,22.168,25.037,27.043,27.395,27.03,26.66,25.392,23.986,22.792,22.286,22.798,23.344,24.311,24.555,24.783,25.348,23.836,23.572,20.974
2004-04-14,16,19.268,18.635,18.655,18.987,19.818,20.242,23.139,24.873,25.262,24.636,23.465,22.41,21.738,22.364,22.68,23.42,24.24,26.686,28.247,28.638,28.959,27.704,27.416,24.514
2004-04-15,16,22.942,22.664,22.807,23.193,24.501,24.773,28.564,29.641,27.145,24.883,23.562,22.101,20.254,19.165,18.161,17.544,17.339,18.331,19.564,21.289,24.074,23.847,23.984,21.841
2004-04-16,16,20.609,21.022,21.813,23.0,24.738,25.565,29.967,30.552,27.141,24.033,21.757,20.095,18.69,17.614,16.677,16.724,17.344,18.385,18.926,20.293,23.492,23.245,23.847,21.481
2004-04-17,16,19.718,19.372,19.325,19.563,20.452,20.303,22.662,24.487,24.712,22.761,20.459,19.024,18.2,17.84,17.446,17.789,18.409,19.323,19.632,20.089,22.454,21.422,20.792,17.985
2004-04-18,16,15.205,13.919,13.242,12.866,12.863,12.325,13.255,16.391,19.834,21.054,20.432,19.941,20.342,21.206,21.19,21.302,22.148,23.185,23.391,23.973,26.713,25.097,23.119,19.296
2004-04-19,16,16.417,14.842,14.214,13.846,14.126,14.508,17.838,19.345,18.997,19.095,19.086,19.517,20.275,21.048,21.718,22.683,23.341,24.686,27.032,25.955,27.932,26.06,24.072,19.74
2004-04-20,16,17.151,15.496,14.65,14.215,14.299,14.732,17.738,19.226,18.514,18.412,19.028,19.887,20.409,21.171,21.92,22.76,23.909,24.832,24.4,24.152,25.883,24.002,21.49,17.521
2004-04-21,16,14.936,13.982,13.419,13.216,13.938,14.49,17.937,19.535,18.367,17.523,17.12,17.067,17.106,17.728,18.195,19.448,20.517,21.304,21.535,22.19,24.425,23.267,21.534,17.803
2004-04-22,16,15.421,14.332,13.79,13.663,14.215,14.776,18.089,19.793,18.853,18.502,18.743,19.328,20.012,20.865,21.433,22.85,23.689,24.63,26.207,24.923,26.611,25.571,23.422,19.159
2004-04-23,16,16.249,14.891,14.177,14.05,14.518,14.869,18.159,19.888,19.337,19.334,20.085,21.025,22.289,23.493,24.565,24.955,24.985,26.833,25.71,24.467,24.761,23.122,22.475,19.192
2004-04-24,16,16.578,15.14,14.299,13.782,13.849,13.357,14.627,17.187,19.588,20.945,20.649,20.412,20.42,20.316,20.609,21.111,22.202,22.727,22.546,21.599,22.837,21.863,21.016,17.829
2004-04-25,16,15.246,13.897,13.284,13.123,13.069,12.516,13.511,16.375,19.746,21.229,20.638,19.416,19.362,19.239,18.557,18.092,18.312,18.795,19.608,20.729,22.262,20.682,19.252,16.315
2004-04-26,16,14.048,13.087,12.851,12.876,13.504,13.962,16.959,18.642,17.501,17.952,17.909,17.845,17.505,17.472,17.411,17.887,18.772,20.76,21.619,21.561,21.958,20.004,18.76,15.773
2004-04-27,16,14.135,13.584,13.274,13.404,14.135,14.816,18.644,20.334,18.595,17.947,17.149,16.591,16.377,16.212,16.165,16.482,17.177,18.516,20.051,20.721,22.196,21.55,20.663,18.162
2004-04-28,16,16.665,16.513,16.792,17.362,18.995,20.465,25.897,27.234,24.384,22.692,21.249,19.99,18.682,17.813,17.197,17.279,17.502,18.63,19.228,20.137,23.18,22.642,21.625,18.603
2004-04-29,16,16.712,16.207,16.21,16.653,17.799,18.947,22.865,23.298,20.692,19.181,17.807,16.948,16.591,16.597,16.763,17.244,18.018,18.85,19.315,20.245,22.128,21.704,20.308,16.816
2004-04-30,16,14.417,13.511,13.143,13.326,13.894,14.767,18.234,19.629,18.587,17.785,17.368,17.253,17.3,17.851,17.708,18.407,19.232,20.286,20.599,20.691,22.11,21.65,21.19,18.139
2004-05-01,16,15.611,14.276,13.616,13.505,13.597,13.603,15.088,18.005,20.117,21.285,21.163,20.452,20.786,21.108,20.981,21.368,22.023,22.298,22.134,22.213,23.379,22.499,21.939,18.976
2004-05-02,16,16.397,14.913,14.233,13.736,13.629,13.147,14.314,17.242,20.987,23.118,23.255,23.205,23.294,23.9,24.198,24.524,25.254,25.785,25.339,25.121,26.704,24.741,22.624,18.579
2004-05-03,16,15.803,14.423,13.701,13.458,13.868,14.438,18.264,20.08,19.743,19.799,20.062,19.9,19.784,20.336,19.877,20.562,21.837,23.989,25.653,25.852,26.213,24.676,23.077,20.311
2004-05-04,16,18.561,18.243,18.193,18.551,19.928,21.353,25.842,26.708,23.859,22.379,21.063,19.945,18.759,18.059,17.384,17.014,17.599,18.667,19.566,20.539,23.301,23.147,21.833,18.643
2004-05-05,16,16.887,16.439,16.445,16.885,17.76,18.794,22.882,23.946,21.382,19.342,18.156,17.323,16.742,17.137,17.064,17.639,18.2,19.516,19.936,20.028,22.093,21.613,19.85,16.388
2004-05-06,16,14.336,13.526,13.269,13.462,14.424,15.549,19.72,21.086,19.396,18.47,17.812,17.527,17.128,17.571,18.058,18.504,19.571,21.125,21.27,21.49,23.309,22.7,21.034,17.182
2004-05-07,16,14.887,13.776,13.481,13.446,14.075,14.913,18.502,20.013,18.998,18.635,19.113,20.41,21.316,22.736,24.642,26.327,27.29,29.984,29.57,25.895,19.184,16.85,16.73,13.793
2004-05-08,16,12.364,11.628,10.911,10.554,10.569,10.526,12.787,14.573,16.454,17.323,16.725,16.137,16.711,16.78,16.711,17.283,17.762,18.161,18.259,18.376,19.753,19.452,19.097,16.678
2004-05-09,16,14.367,13.212,12.727,12.421,12.556,12.116,13.34,16.428,20.317,21.169,20.49,19.794,20.491,22.846,23.868,25.235,26.241,27.178,27.442,27.094,27.884,27.034,25.221,21.218
2004-05-10,16,17.73,16.19,15.44,15.04,15.233,15.398,18.651,20.776,21.16,22.134,23.518,24.951,26.676,28.101,29.792,31.375,32.993,34.142,35.794,33.607,33.453,31.793,28.835,23.515
